Fenology	Rmax	M	Gamma	GenTime	MutRate	alpha	P	Kpftfactor	randomTrend	islandSide	Growth	Mrecruit	Germ	Mseed	Annual	Mass	Lineage	MotherspID	optimalAltitude	MassSeedling	MassSeed	KpftfactorSeedling	generalist	verticalgeneralist	speciesType	yearOfSpec
109	8.12158	0.284255	267	0.756	5.41439e-014	0.03001	0.92	8.61522e-005	0.08	4	0.285803	0.285803	0.369836	0.369836	0	80	128	0	4	16	0.0191833	2.15381e-005	2	2	0	0
9297	1.43796	0.0503286	-0.827	0.37	9.5864e-015	0.02901	0.93	0.00694973	0.21	1	0.0506026	0.0506026	0.29624	0.29624	0	58000	129	0	5	11600	0.0332012	0.00173743	4	4	0	0
7143	1.90626	0.066719	-0.583	0.406	1.27084e-014	0.01001	0.89	0.0251953	0.24	1	0.0670822	0.0670822	0.407185	0.407185	0	100000	130	0	0	20000	0.0495303	0.00629882	2	2	0	0
8316	0.397828	0.013924	-0.637	0.605	2.65218e-015	0.01401	0.9	0.995009	0.94	4	0.0139998	0.0139998	0.254976	0.254976	0	9.9e+006	131	0	5	1.98e+006	0.0604965	0.248752	4	3	0	0
30454	1.20718	0.0422514	842	0.367	8.04788e-015	0.00901	0.69	0.00882519	0.94	3	0.0424814	0.0424814	0.156935	0.156935	0	83000	132	0	6	16600	0.299641	0.0022063	1	4	0	0
24441	1.44424	0.0505485	-0.046	0.724	9.62829e-015	0.02801	0.6	0.00861125	0.92	2	0.0508237	0.0508237	0.435252	0.435252	0	80000	133	0	4	16000	0.01	0.00215281	4	5	0	0
4511	6.66875	0.233406	245	0.588	4.44583e-014	0.04701	0.84	0.000284434	0.14	1	0.234677	0.234677	0.379912	0.379912	1	480	134	0	1	96	0.0469894	7.11086e-005	1	4	0	0
23691	0.670394	0.0234638	-0.246	0.905	4.4693e-015	0.01801	0.79	0.548273	0.26	4	0.0235915	0.0235915	0.330886	0.330886	0	4.7e+006	135	0	1	940000	0.0816617	0.137068	1	5	0	0
221	5.28684	0.185039	345	0.764	3.52456e-014	0.00601	0.98	0.000136752	0.89	1	0.186047	0.186047	0.262539	0.262539	0	160	136	0	7	32	0.0271293	3.41879e-005	2	2	0	0
31	2.18276	0.0763966	-0.097	0.579	1.45517e-014	0.01101	0.5	0.00447833	0.29	1	0.0768125	0.0768125	0.208511	0.208511	0	30000	137	0	2	6000	0.371484	0.00111958	1	3	0	0
31995	2.49639	0.0873735	-0.464	0.308	1.66426e-014	0.02001	0.51	0.004868	0.3	1	0.0878492	0.0878492	0.242231	0.242231	0	34000	138	0	0	6800	0.395474	0.001217	1	5	0	0
526	4.77169	0.167009	-0.909	0.739	3.18113e-014	0.03001	0.61	0.000226022	0.57	1	0.167918	0.167918	0.26037	0.26037	1	340	139	0	6	68	0.0395474	5.65055e-005	4	2	0	0
9465	5.36196	0.187669	-0.344	0.651	3.57464e-014	0.00801	0.86	0.000207929	0.8	1	0.18869	0.18869	0.288036	0.288036	0	300	140	0	5	60	0.0371484	5.19823e-005	3	4	0	0
31826	0.480744	0.016826	912	0.861	3.20496e-015	0.01001	0.7	0.413171	0.61	2	0.0169176	0.0169176	0.119203	0.119203	0	3.3e+006	141	0	6	660000	0.900171	0.103293	4	1	0	0
2377	1.36506	0.047777	-0.575	0.532	9.10038e-015	0.00601	0.88	0.00505706	0.59	3	0.0480371	0.0480371	0.133405	0.133405	0	36000	142	0	7	7200	0.40694	0.00126426	3	3	0	0
11954	4.56704	0.159846	757	0.505	3.04469e-014	1e-005	0.61	0.000318957	0.34	1	0.160717	0.160717	0.265829	0.265829	0	570	143	0	5	114	0.0512055	7.97394e-005	2	1	0	0
1157	0.375311	0.0131359	-0.996	0.575	2.50207e-015	0.00801	0.87	0.693093	0.66	3	0.0132074	0.0132074	0.282848	0.282848	0	6.3e+006	144	0	7	1.26e+006	0.0201375	0.173273	1	3	0	0
18498	0.439838	0.0153943	-0.065	0.466	2.93225e-015	0.02701	0.68	0.946467	0.14	4	0.0154781	0.0154781	0.21614	0.21614	0	9.3e+006	145	0	4	1.86e+006	0.164446	0.236617	3	6	0	0
26905	2.06942	0.0724297	-0.57	0.283	1.37961e-014	0.00401	0.38	0.00802721	0.96	3	0.072824	0.072824	0.088612	0.088612	0	72000	146	0	0	14400	22.0835	0.0020068	3	2	0	0
20137	5.30335	0.185617	-0.167	0.225	3.53556e-014	0.00601	0.41	0.000268406	0.41	4	0.186628	0.186628	0.298858	0.298858	0	440	147	0	4	88	0.0449889	6.71015e-005	1	7	0	0
31716	6.20293	0.217102	-0.939	0.756	4.13528e-014	0.02901	0.76	0.000276478	0.83	2	0.218284	0.218284	0.351499	0.351499	0	460	148	0	2	92	0.046	6.91196e-005	2	1	0	0
13084	0.63084	0.0220794	-0.557	0.936	4.2056e-015	0.03501	0.43	0.510615	0.79	3	0.0221996	0.0221996	0.158971	0.158971	0	4.3e+006	149	0	2	860000	1.09947	0.127654	1	7	0	0
22135	1.68241	0.0588843	-0.443	0.718	1.12161e-014	0.04201	0.95	0.00896638	0.85	4	0.0592049	0.0592049	0.114861	0.114861	0	85000	150	0	2	17000	4.03429	0.0022416	3	2	0	0
17214	1.50413	0.0526446	-0.129	0.499	1.00275e-014	0.01101	0.92	0.00772711	0.44	3	0.0529312	0.0529312	0.0815263	0.0815263	0	68000	151	0	4	13600	8.12406	0.00193178	2	5	0	0
16618	0.629668	0.0220384	-0.079	0.882	4.19779e-015	0.01901	0.68	0.872454	0.89	3	0.0221584	0.0221584	0.279854	0.279854	0	8.4e+006	152	0	0	1.68e+006	0.22198	0.218113	4	6	0	0
30524	2.53468	0.0887137	-0.206	0.261	1.68979e-014	0.00301	0.77	0.00375141	0.35	1	0.0891967	0.0891967	0.234219	0.234219	0	23000	153	0	1	4600	0.325269	0.000937852	2	4	0	0
7548	6.48741	0.22706	-0.601	0.396	4.32494e-014	0.03101	0.95	0.000125105	0.68	2	0.228296	0.228296	0.316826	0.316826	1	140	154	0	5	28	0.0253772	3.12763e-005	1	5	0	0
13373	1.9577	0.0685196	-0.725	0.912	1.30514e-014	0.01101	0.84	0.00243136	0.12	3	0.0688927	0.0688927	0.166774	0.166774	0	12000	155	0	6	2400	0.234947	0.000607839	4	2	0	0
16970	0.696124	0.0243643	-0.254	0.571	4.64083e-015	0.04201	0.4	0.372595	0.85	4	0.024497	0.024497	0.0829901	0.0829901	0	2.9e+006	156	0	2	580000	14.803	0.0931488	1	5	0	0
22571	1.91105	0.0668869	986	0.753	1.27404e-014	0.01601	0.77	0.00992561	0.96	1	0.067251	0.067251	0.563556	0.563556	0	99000	157	0	0	19800	0.0134986	0.0024814	4	3	0	0
7006	4.49961	0.157486	-0.332	0.98	2.99974e-014	0.00801	0.84	0.000264324	0.71	2	0.158344	0.158344	0.252838	0.252838	0	430	158	0	6	86	0.0444747	6.6081e-005	2	3	0	0
11128	6.15841	0.215544	-0.743	0.294	4.10561e-014	0.03001	0.61	0.000351702	0.21	2	0.216718	0.216718	0.365086	0.365086	1	660	159	0	1	132	0.0550999	8.79255e-005	3	1	0	0
747	0.675598	0.0236459	-0.577	0.583	4.50399e-015	0.03901	0.56	0.105643	0.1	2	0.0237747	0.0237747	0.0615536	0.0615536	0	600000	160	0	7	120000	8.97847	0.0264107	4	3	0	0
20090	1.39508	0.0488277	-0.425	0.868	9.30051e-015	0.00701	0.94	0.00477208	0.25	1	0.0490935	0.0490935	0.134864	0.134864	0	33000	161	0	7	6600	0.389615	0.00119302	1	3	0	0
23199	0.569894	0.0199463	-0.742	0.818	3.79929e-015	0.01701	0.62	0.921962	0	4	0.0200549	0.0200549	0.270906	0.270906	0	9e+006	162	0	1	1.8e+006	0.181741	0.23049	4	2	0	0
3244	6.15323	0.215363	369	0.424	4.10216e-014	0.00401	0.84	0.000226022	0.43	3	0.216536	0.216536	0.335754	0.335754	1	340	163	0	3	68	0.0395474	5.65055e-005	4	4	0	0
28938	1.29099	0.0451847	-0.99	0.706	8.60661e-015	0.02401	0.39	0.00586811	0.55	1	0.0454307	0.0454307	0.129735	0.129735	0	45000	164	0	7	9000	0.454973	0.00146703	2	5	0	0
10348	7.2985	0.255447	-0.959	0.94	4.86566e-014	0.03201	0.39	0.000179191	0.23	1	0.256838	0.256838	0.381279	0.381279	1	240	165	0	2	48	0.0332265	4.47977e-005	3	2	0	0
31979	0.415747	0.0145512	-0.929	0.28	2.77165e-015	0.01201	0.91	0.657659	0.66	1	0.0146304	0.0146304	0.0577331	0.0577331	0	5.9e+006	166	0	6	1.18e+006	16.3598	0.164415	3	4	0	0
25119	7.57995	0.265298	-0.283	0.506	5.0533e-014	0.03601	0.8	0.000251884	0.35	1	0.266743	0.266743	0.422092	0.422092	0	400	167	0	0	80	0.0428952	6.29709e-005	3	4	0	0
18182	0.525943	0.018408	-0.877	0.602	3.50629e-015	0.02401	0.68	0.913757	0.29	2	0.0185082	0.0185082	0.184698	0.184698	0	8.9e+006	168	0	2	1.78e+006	0.603403	0.228439	1	7	0	0
17978	3.03748	0.106312	-0.796	0.54	2.02499e-014	0.04501	0.59	0.00185552	0.14	3	0.106891	0.106891	0.24597	0.24597	0	8000	169	0	2	1600	0.191833	0.000463881	1	7	0	0
22715	6.28091	0.219832	-0.409	0.951	4.18727e-014	0.00401	0.62	0.000333709	0.91	4	0.221029	0.221029	0.368699	0.368699	1	610	170	0	1	122	0.0529717	8.34272e-005	1	4	0	0
5335	1.08863	0.0381019	-0.472	0.864	7.25751e-015	0.04401	0.7	0.00924549	0.13	3	0.0383093	0.0383093	0.0830886	0.0830886	0	89000	171	0	7	17800	2.70426	0.00231137	4	2	0	0
7037	5.67477	0.198617	87	0.787	3.78318e-014	0.03001	0.38	0.00028047	0.89	2	0.199698	0.199698	0.322436	0.322436	1	470	172	0	3	94	0.0464973	7.01176e-005	2	5	0	0
4916	0.378371	0.013243	-0.591	0.515	2.52247e-015	0.02601	0.67	0.889033	0.56	1	0.0133151	0.0133151	0.088308	0.088308	0	8.6e+006	173	0	6	1.72e+006	2.98867	0.222258	1	5	0	0
14941	1.37192	0.0480172	-0.797	0.836	9.14614e-015	0.03401	0.35	0.00787787	0.42	1	0.0482786	0.0482786	0.352894	0.352894	0	70000	174	0	5	14000	0.0164872	0.00196947	4	4	0	0
31514	6.60873	0.231305	-0.625	0.927	4.40582e-014	0.02601	0.6	0.000119075	0.87	3	0.232565	0.232565	0.319774	0.319774	1	130	175	0	5	26	0.024454	2.97688e-005	3	6	0	0
26732	0.553315	0.019366	938	0.79	3.68876e-015	0.02901	0.81	0.594459	0.75	1	0.0194714	0.0194714	0.0782656	0.0782656	0	5.2e+006	176	0	3	1.04e+006	13.3943	0.148615	2	1	0	0
13686	4.71912	0.165169	-0.724	0.593	3.14608e-014	0.01801	0.63	0.000292281	0.84	4	0.166068	0.166068	0.270219	0.270219	1	500	177	0	5	100	0.0479583	7.30702e-005	1	1	0	0
12749	0.426421	0.0149247	448	0.361	2.84281e-015	0.02501	0.87	0.796834	0.95	4	0.015006	0.015006	0.064468	0.064468	0	7.5e+006	178	0	5	1.5e+006	14.803	0.199209	3	6	0	0
12718	0.433311	0.0151659	-0.403	0.33	2.88874e-015	0.02901	0.63	0.576096	0.03	1	0.0152485	0.0152485	0.0606932	0.0606932	0	5e+006	179	0	6	1e+006	13.3943	0.144024	4	6	0	0
13106	0.433311	0.0151659	-0.804	0.402	2.88874e-015	1e-005	0.8	0.576096	0.52	1	0.0152485	0.0152485	0.240046	0.240046	0	5e+006	180	0	6	1e+006	0.0547395	0.144024	3	2	0	0
23453	0.455645	0.0159476	-0.546	0.473	3.03763e-015	0.04101	0.46	0.372595	0.45	4	0.0160344	0.0160344	0.184917	0.184917	0	2.9e+006	181	0	7	580000	0.110232	0.0931488	4	3	0	0
13195	1.10121	0.0385425	-0.206	0.5	7.34142e-015	0.01701	0.61	0.00896638	0.98	1	0.0387523	0.0387523	0.175899	0.175899	0	85000	182	0	7	17000	0.134637	0.0022416	4	5	0	0
20129	2.42892	0.0850122	-0.493	0.718	1.61928e-014	0.04501	0.77	0.00215311	0.75	2	0.085475	0.085475	0.202253	0.202253	0	10000	183	0	4	2000	0.214476	0.000538278	4	5	0	0
19147	6.56844	0.229895	-0.838	0.565	4.37896e-014	0.01001	0.65	0.000296164	0.88	3	0.231147	0.231147	0.377044	0.377044	1	510	184	0	1	102	0.0484355	7.40411e-005	1	2	0	0
19988	2.56827	0.0898894	498	0.287	1.71218e-014	0.01101	0.55	0.00185552	0.21	2	0.0903788	0.0903788	0.207974	0.207974	0	8000	185	0	4	1600	0.191833	0.000463881	4	5	0	0
15171	1.0242	0.0358471	-0.064	0.708	6.82802e-015	0.03301	0.62	0.183935	0.56	1	0.0360423	0.0360423	0.266205	0.266205	0	1.2e+006	186	0	0	240000	0.271126	0.0459837	2	4	0	0
24070	2.23153	0.0781037	-0.784	0.969	1.48769e-014	0.04601	0.53	0.00215311	0.26	2	0.0785289	0.0785289	0.185817	0.185817	0	10000	187	0	5	2000	0.214476	0.000538278	1	1	0	0
5731	1.19306	0.0417571	-0.009	0.89	7.95374e-015	0.01001	0.7	0.00910647	0.35	1	0.0419844	0.0419844	0.160908	0.160908	0	87000	188	0	6	17400	0.271126	0.00227662	4	7	0	0
10151	0.512127	0.0179244	-0.238	0.344	3.41418e-015	0.01201	0.5	0.995009	0.89	1	0.018022	0.018022	0.204123	0.204123	0	9.9e+006	189	0	2	1.98e+006	0.404473	0.248752	4	3	0	0
883	1.27837	0.0447429	385	0.933	8.52246e-015	0.00901	0.95	0.00757486	0.86	4	0.0449865	0.0449865	0.21184	0.21184	0	66000	190	0	6	13200	0.0902501	0.00189372	4	7	0	0
2329	2.19492	0.0768221	-0.294	0.372	1.46328e-014	0.01401	0.63	0.00353068	0.97	2	0.0772403	0.0772403	0.20053	0.20053	0	21000	191	0	3	4200	0.310805	0.000882669	4	5	0	0
15679	4.20447	0.147156	-0.253	0.651	2.80298e-014	0.03601	0.64	0.000251884	0.76	2	0.147958	0.147958	0.234127	0.234127	1	400	192	0	7	80	0.0428952	6.29709e-005	1	4	0	0
21800	5.56853	0.194899	-0.072	0.307	3.71235e-014	0.03701	0.93	0.000119075	0.28	4	0.19596	0.19596	0.269443	0.269443	0	130	193	0	7	26	0.024454	2.97688e-005	2	1	0	0
28069	8.72721	0.305452	-0.162	0.697	5.81814e-014	0.03001	0.72	7.11184e-005	0.13	4	0.307115	0.307115	0.383378	0.383378	1	60	194	0	4	12	0.0166132	1.77796e-005	1	2	0	0
8733	3.0542	0.106897	-0.221	0.956	2.03614e-014	0.00201	0.69	0.00116896	0.49	4	0.107479	0.107479	0.226798	0.226798	0	4000	195	0	4	800	0.135647	0.00029224	1	2	0	0
6180	6.18901	0.216615	-0.231	0.382	4.126e-014	0.04901	0.42	0.000432479	0.59	2	0.217794	0.217794	0.381403	0.381403	0	900	196	0	0	180	0.0643428	0.00010812	2	4	0	0
22798	4.0856	0.142996	-0.041	0.697	2.72374e-014	0.00601	0.98	0.000429269	0.04	1	0.143775	0.143775	0.251428	0.251428	0	890	197	0	5	178	0.0639844	0.000107317	3	3	0	0
21415	0.605864	0.0212052	-0.018	0.218	4.03909e-015	0.00601	0.82	0.98696	0.56	1	0.0213207	0.0213207	0.13554	0.13554	0	9.8e+006	198	0	0	1.96e+006	4.03429	0.24674	1	2	0	0
23410	1.21163	0.042407	-0.816	0.721	8.07752e-015	0.03401	0.78	0.00694973	0.92	4	0.0426378	0.0426378	0.180352	0.180352	0	58000	199	0	7	11600	0.121825	0.00173743	4	1	0	0
4200	2.32744	0.0814604	-0.113	0.244	1.55163e-014	0.01901	0.67	0.00586811	0.19	1	0.0819039	0.0819039	0.233891	0.233891	0	45000	200	0	0	9000	0.454973	0.00146703	2	5	0	0
21418	2.03497	0.0712241	-0.715	0.426	1.35665e-014	0.01101	0.49	0.00839463	0.51	1	0.0716118	0.0716118	0.13554	0.13554	0	77000	201	0	0	15400	4.03429	0.00209866	4	5	0	0
25638	1.403	0.0491051	-0.472	0.402	9.35335e-015	0.02301	0.8	0.00742106	0.79	4	0.0493724	0.0493724	0.10629	0.10629	0	64000	202	0	5	12800	2.00337	0.00185527	2	4	0	0
25532	7.71488	0.270021	-0.277	0.926	5.14325e-014	0.02501	0.42	7.8815e-005	0.24	2	0.271491	0.271491	0.345501	0.345501	0	70	203	0	5	14	0.0179444	1.97038e-005	3	6	0	0
27964	7.459	0.261065	-0.644	0.828	4.97267e-014	0.04301	0.92	0.000169093	0.71	4	0.262486	0.262486	0.385448	0.385448	1	220	204	0	2	44	0.0318119	4.22732e-005	2	5	0	0
691	6.99988	0.244996	-0.179	0.358	4.66659e-014	0.02201	0.77	0.000311453	0.81	4	0.24633	0.24633	0.40562	0.40562	0	550	205	0	0	110	0.0502991	7.78632e-005	4	5	0	0
12094	1.85685	0.0649898	-0.349	0.851	1.2379e-014	0.01301	0.82	0.00551504	0.46	1	0.0653436	0.0653436	0.184441	0.184441	0	41000	206	0	3	8200	0.434281	0.00137876	2	2	0	0
19882	0.757995	0.0265298	-0.395	0.901	5.0533e-015	0.00801	0.72	0.481911	0.73	1	0.0266743	0.0266743	0.309286	0.309286	0	4e+006	207	0	0	800000	0.148797	0.120478	2	1	0	0
29696	4.40066	0.154023	-0.304	0.245	2.93377e-014	0.00101	0.36	0.00028047	0.2	3	0.154862	0.154862	0.250042	0.250042	1	470	208	0	6	94	0.0464973	7.01176e-005	2	3	0	0
20536	1.31079	0.0458777	-0.559	0.738	8.73861e-015	0.03801	0.43	0.00889593	0.41	3	0.0461275	0.0461275	0.268049	0.268049	0	84000	209	0	5	16800	0.0495303	0.00222398	4	1	0	0
21109	1.93298	0.0676543	-0.646	0.252	1.28865e-014	0.00801	0.61	0.00772711	0.12	2	0.0680226	0.0680226	0.205773	0.205773	0	68000	210	0	1	13600	0.545982	0.00193178	2	4	0	0
10310	1.403	0.0491051	-0.362	0.778	9.35335e-015	0.00901	0.55	0.00742106	0.87	3	0.0493724	0.0493724	0.170915	0.170915	0	64000	211	0	5	12800	0.299641	0.00185527	4	7	0	0
24431	0.336925	0.0117924	154	0.723	2.24617e-015	0.04701	0.98	0.978895	0.47	4	0.0118566	0.0118566	0.123954	0.123954	0	9.7e+006	212	0	7	1.94e+006	0.545982	0.244724	3	2	0	0
23880	0.613848	0.0214847	806	0.728	4.09232e-015	0.03201	0.46	0.946467	0.29	4	0.0216016	0.0216016	0.157475	0.157475	0	9.3e+006	213	0	0	1.86e+006	2.21406	0.236617	4	7	0	0
10344	0.755006	0.0264252	-0.005	0.6	5.03337e-015	0.01501	0.58	0.219883	0	3	0.0265691	0.0265691	0.174183	0.174183	0	1.5e+006	214	0	3	300000	0.545982	0.0549708	4	2	0	0
6039	0.390246	0.0136586	-0.564	0.235	2.60164e-015	0.04601	0.64	0.805322	0.17	4	0.013733	0.013733	0.0723005	0.0723005	0	7.6e+006	215	0	6	1.52e+006	6.65142	0.201331	2	5	0	0
5584	0.434117	0.0151941	-0.979	0.933	2.89411e-015	0.04101	0.97	0.98696	0.76	4	0.0152768	0.0152768	0.0756354	0.0756354	0	9.8e+006	216	0	4	1.96e+006	10.9663	0.24674	4	7	0	0
18023	0.628715	0.022005	-0.217	0.793	4.19143e-015	0.04201	0.98	0.132981	0.42	1	0.0221248	0.0221248	0.312595	0.312595	0	800000	217	0	7	160000	0.0134986	0.0332453	4	1	0	0
22437	0.474302	0.0166006	-0.966	0.845	3.16201e-015	0.02601	0.93	0.56686	0.16	3	0.0166909	0.0166909	0.0767972	0.0767972	0	4.9e+006	218	0	5	980000	7.35095	0.141715	1	6	0	0
14721	0.520732	0.0182256	-0.335	0.472	3.47154e-015	0.04401	0.86	0.24304	0.34	2	0.0183248	0.0183248	0.104054	0.104054	0	1.7e+006	219	0	7	340000	1.09947	0.06076	3	3	0	0
30654	0.382903	0.0134016	235	0.743	2.55269e-015	0.02601	0.62	0.855795	0.78	4	0.0134746	0.0134746	0.0799044	0.0799044	0	8.2e+006	220	0	6	1.64e+006	4.45858	0.213949	2	3	0	0
10774	6.75598	0.236459	-0.598	0.781	4.50399e-014	0.02201	0.92	7.11184e-005	0.83	1	0.237747	0.237747	0.296784	0.296784	0	60	221	0	7	12	0.0166132	1.77796e-005	2	4	0	0
13424	3.28196	0.114868	-0.944	0.646	2.18797e-014	0.02101	0.39	0.000964974	0.41	4	0.115494	0.115494	0.235102	0.235102	0	3000	222	0	4	600	0.117473	0.000241244	2	5	0	0
30922	1.82436	0.0638525	-0.544	0.266	1.21624e-014	0.04301	0.88	0.00578086	0.98	1	0.0642001	0.0642001	0.18282	0.18282	0	44000	223	0	3	8800	0.449889	0.00144521	2	5	0	0
3415	2.07127	0.0724943	-0.775	0.859	1.38084e-014	0.02801	0.93	0.00515027	0.74	2	0.0728889	0.0728889	0.203116	0.203116	0	37000	224	0	2	7400	0.412553	0.00128757	1	2	0	0
2749	1.48279	0.0518977	-0.331	0.443	9.88527e-015	0.02201	0.56	0.00802721	0.93	2	0.0521802	0.0521802	0.306717	0.306717	0	72000	225	0	4	14400	0.040552	0.0020068	4	4	0	0
20436	0.488743	0.017106	-0.131	0.458	3.25829e-015	0.02701	0.48	0.675434	0.84	2	0.0171991	0.0171991	0.112835	0.112835	0	6.1e+006	226	0	4	1.22e+006	2.21406	0.168858	1	5	0	0
30874	0.343294	0.0120153	-0.015	0.73	2.28862e-015	0.04701	0.99	0.921962	0.91	4	0.0120807	0.0120807	0.0770849	0.0770849	0	9e+006	227	0	7	1.8e+006	3.65037	0.23049	2	3	0	0
14186	0.850747	0.0297761	-0.805	0.442	5.67164e-015	0.04301	0.91	0.196098	0.55	2	0.0299382	0.0299382	0.320128	0.320128	0	1.3e+006	228	0	2	260000	0.0668589	0.0490245	2	3	0	0
488	5.50686	0.19274	-0.732	0.472	3.67124e-014	0.00201	0.48	0.000303857	0.54	2	0.193789	0.193789	0.31763	0.31763	0	530	229	0	3	106	0.0493761	7.59642e-005	3	1	0	0
260	1.28326	0.044914	-0.32	0.254	8.55505e-015	0.02601	0.91	0.00749816	0.91	2	0.0451585	0.0451585	0.0840012	0.0840012	0	65000	230	0	6	13000	3.65037	0.00187454	3	6	0	0
28497	2.85052	0.0997682	-0.513	0.727	1.90035e-014	0.03501	0.55	0.00341769	0.39	3	0.100311	0.100311	0.258843	0.258843	0	20000	231	0	0	4000	0.303315	0.000854424	2	6	0	0
29271	5.83624	0.204268	877	0.625	3.89082e-014	0.01101	0.45	0.000207929	0.38	4	0.20538	0.20538	0.313513	0.313513	1	300	232	0	4	60	0.0371484	5.19823e-005	3	7	0	0
14998	0.604881	0.0211708	-0.963	0.874	4.03254e-015	0.03101	0.52	0.341427	0.37	2	0.0212861	0.0212861	0.0619251	0.0619251	0	2.6e+006	233	0	4	520000	24.406	0.0853567	4	4	0	0
5582	1.39508	0.0488277	-0.45	0.435	9.30051e-015	0.00701	0.54	0.00477208	0.25	2	0.0490935	0.0490935	0.134864	0.134864	0	33000	234	0	7	6600	0.389615	0.00119302	2	2	0	0
26745	0.609236	0.0213233	625	0.382	4.06157e-015	0.02301	0.73	0.254412	0.46	4	0.0214393	0.0214393	0.327395	0.327395	0	1.8e+006	235	0	5	360000	0.0222554	0.0636029	2	5	0	0
14984	1.91902	0.0671658	-0.196	0.629	1.27935e-014	0.02401	0.81	0.00787787	0.82	1	0.0675315	0.0675315	0.131207	0.131207	0	70000	236	0	1	14000	3.303	0.00196947	1	2	0	0
26454	1.99716	0.0699005	-0.117	0.488	1.33144e-014	0.02801	0.82	0.00882519	0.85	4	0.070281	0.070281	0.485057	0.485057	0	83000	237	0	0	16600	0.024596	0.0022063	4	3	0	0
29274	17.5531	0.61436	-0.426	0.308	1.17021e-013	0.03101	0.99	2.1541e-005	0.21	3	0.617704	0.617704	0.616365	0.616365	1	10	238	0	1	2	0.00678233	5.38526e-006	3	4	0	0
7628	0.653663	0.0228782	-0.384	0.603	4.35775e-015	0.04701	0.88	0.594459	0.72	2	0.0230028	0.0230028	0.0857789	0.0857789	0	5.2e+006	239	0	1	1.04e+006	18.0804	0.148615	4	1	0	0
24930	1.9577	0.0685196	-0.394	0.971	1.30514e-014	0.04001	0.51	0.00243136	0.23	1	0.0688927	0.0688927	0.166774	0.166774	0	12000	240	0	6	2400	0.234947	0.000607839	4	7	0	0
5402	1.84558	0.0645953	992	0.744	1.23039e-014	0.03601	0.68	0.00447833	0.77	3	0.0649469	0.0649469	0.176301	0.176301	0	30000	241	0	4	6000	0.371484	0.00111958	4	6	0	0
23222	0.731747	0.0256111	-0.562	0.871	4.87831e-015	0.04601	0.58	0.24304	0.49	2	0.0257506	0.0257506	0.407527	0.407527	0	1.7e+006	242	0	3	340000	0.0182212	0.06076	4	4	0	0
7797	4.77169	0.167009	453	0.208	3.18113e-014	0.04801	0.46	0.000226022	0.98	4	0.167918	0.167918	0.26037	0.26037	0	340	243	0	6	68	0.0395474	5.65055e-005	3	4	0	0
17988	0.45966	0.0160881	-0.779	0.709	3.0644e-015	0.01601	0.81	0.362281	0.92	2	0.0161757	0.0161757	0.0543208	0.0543208	0	2.8e+006	244	0	7	560000	14.803	0.0905702	3	2	0	0
18325	2.29109	0.0801883	-0.508	0.9	1.5274e-014	0.03801	0.53	0.00200708	0.33	4	0.0806249	0.0806249	0.188281	0.188281	0	9000	245	0	5	1800	0.20347	0.00050177	2	1	0	0
15652	5.75689	0.201491	718	0.26	3.83793e-014	0.03801	0.9	0.000337346	0.42	4	0.202588	0.202588	0.338626	0.338626	0	620	246	0	2	124	0.0534041	8.43364e-005	4	5	0	0
23150	2.43966	0.0853881	-0.473	0.888	1.62644e-014	0.01201	0.46	0.0016975	0.56	1	0.0858529	0.0858529	0.19429	0.19429	0	7000	247	0	5	1400	0.179444	0.000424374	2	2	0	0
6836	5.9592	0.208572	-0.935	0.209	3.9728e-014	0.02401	0.5	0.000307667	0.09	1	0.209707	0.209707	0.344524	0.344524	0	540	248	0	2	108	0.0498397	7.69166e-005	2	2	0	0
31536	4.55645	0.159476	-0.776	0.849	3.03763e-014	0.03701	0.9	0.000203283	0.71	4	0.160344	0.160344	0.24373	0.24373	1	290	249	0	7	58	0.036524	5.08208e-005	2	2	0	0
5417	0.451173	0.0157911	-0.878	0.433	3.00782e-015	0.03701	0.42	0.872454	0.8	3	0.015877	0.015877	0.127859	0.127859	0	8.4e+006	250	0	4	1.68e+006	1.3429	0.218113	2	3	0	0
18517	8.39192	0.293717	-0.641	0.642	5.59461e-014	0.00701	0.88	6.29796e-005	0.42	1	0.295316	0.295316	0.360342	0.360342	1	50	251	0	5	10	0.0151658	1.57449e-005	1	5	0	0
20268	1.75369	0.0613792	-0.391	0.88	1.16913e-014	0.04701	0.45	0.00802721	0.8	1	0.0617133	0.0617133	0.126941	0.126941	0	72000	252	0	2	14400	2.70426	0.0020068	4	4	0	0
18245	2.04247	0.0714864	-0.39	0.718	1.36165e-014	0.04301	0.81	0.00341769	0.23	2	0.0718756	0.0718756	0.185467	0.185467	0	20000	253	0	4	4000	0.303315	0.000854424	3	4	0	0
30615	0.623045	0.0218066	-0.789	0.39	4.15364e-015	0.04501	0.93	0.693093	0.95	2	0.0219253	0.0219253	0.102184	0.102184	0	6.3e+006	254	0	1	1.26e+006	8.97847	0.173273	2	5	0	0
9952	1.52025	0.0532086	691	0.325	1.0135e-014	0.03501	0.75	0.00477208	0.78	1	0.0534983	0.0534983	0.146964	0.146964	0	33000	255	0	6	6600	0.389615	0.00119302	2	4	0	0
13203	1.13622	0.0397676	-0.879	0.855	7.57477e-015	0.01801	0.81	0.00824864	0.52	1	0.0399841	0.0399841	0.15916	0.15916	0	75000	256	0	7	15000	0.200855	0.00206216	3	2	0	0
